Stock,Source Type,Publisher,Date,Title,URL
CUB,News discovery,GuruFocus.com,2026-07-30T01:03:28Z,City Union Bank Ltd (BOM:532210) (Q1 2027) Earnings Call Highlights: Record Profit and Strong ...,https://finance.yahoo.com/markets/stocks/articles/city-union-bank-ltd-bom-010328745.html
CUB,News discovery,GuruFocus.com,2026-04-28T07:03:14Z,City Union Bank Ltd (BOM:532210) Q4 2026 Earnings Call Highlights: Robust Growth and Strategic ...,https://finance.yahoo.com/markets/stocks/articles/city-union-bank-ltd-bom-070314494.html
CUB,News discovery,Retail Banker International,2026-02-13T12:44:42Z,RBI approves ICICI Group stake hike in eight banks,https://www.retailbankerinternational.com/news/icici-group-stake-hike-eight-banks/
CUB,News discovery,GuruFocus.com,2026-02-04T01:04:23Z,City Union Bank Ltd (BOM:532210) Q3 2026 Earnings Call Highlights: Record Net Worth and Robust ...,https://finance.yahoo.com/news/city-union-bank-ltd-bom-010423116.html
CUB,News discovery,GuruFocus.com,2025-11-03T19:00:52Z,City Union Bank Ltd (BOM:532210) Q2 2026 Earnings Call Highlights: Record Growth in Advances ...,https://finance.yahoo.com/news/city-union-bank-ltd-bom-190052243.html
NESTLEIND,News discovery,Reuters,2026-08-04T10:56:04Z,India's Marico beats quarterly profit view as Parachute oil maker sees strong demand,https://sg.finance.yahoo.com/news/indias-marico-beats-quarterly-profit-102018468.html
NESTLEIND,News discovery,Reuters,2026-07-24T15:49:21Z,India's Tata Consumer warns of more price hikes if costs stay volatile,https://sg.finance.yahoo.com/news/indias-tata-consumer-products-beats-103621063.html
NESTLEIND,News discovery,Reuters,2026-07-22T07:59:33Z,Nestle India jumps after strong demand lifts first-quarter profit,https://sg.finance.yahoo.com/news/nestle-india-jumps-strong-demand-075933132.html
NESTLEIND,News discovery,Reuters,2026-07-22T01:35:01Z,"India's FMCG sector faces margin squeeze as costs spike amid strong demand, price hikes",https://sg.finance.yahoo.com/news/indias-fmcg-sector-faces-margin-013501329.html
NESTLEIND,News discovery,Reuters,2026-04-21T09:49:24Z,"Nestle India profit jumps 26% on strong demand, shares rise",https://sg.finance.yahoo.com/news/nestle-india-posts-quarterly-profit-085942919.html
NESTLEIND,News discovery,Reuters,2026-01-30T09:23:46Z,Nestle India profit jumps 46% as tax cuts boost packaged food demand,https://sg.finance.yahoo.com/news/nestle-india-posts-higher-profit-082755776.html
NESTLEIND,News discovery,Reuters,2026-01-16T13:45:06Z,Nestle India names insider Edouard Mac Nab new CFO,https://sg.finance.yahoo.com/news/nestle-india-names-cfo-133240659.html
NESTLEIND,News discovery,Reuters,2025-12-10T12:43:34Z,Nestle India's finance chief to step down,https://sg.finance.yahoo.com/news/nestle-indias-finance-chief-step-124334467.html
IIFL,News discovery,Retail Banker International,2026-09-08T12:00:53Z,Blackstone explores stake in India’s IIFL Finance – report,https://www.retailbankerinternational.com/news/blackstone-explores-stake-in-indias-iifl-finance-report/
IIFL,News discovery,MT Newswires,2026-09-08T10:10:14Z,Market Chatter: Blackstone Eyes Stake in India's IIFL Finance as Fairfax Financial Looks to Exit,https://finance.yahoo.com/markets/stocks/articles/market-chatter-blackstone-eyes-stake-101014054.html
IIFL,News discovery,GuruFocus.com,2026-07-25T01:00:58Z,IIFL Finance Ltd (BOM:532636) Q1 2027 Earnings Call Highlights: Strong Profitability Amidst ...,https://finance.yahoo.com/markets/stocks/articles/iifl-finance-ltd-bom-532636-010058750.html
IIFL,News discovery,Reuters,2026-05-05T11:11:08Z,"India's IIFL Finance revives dollar-bond plan, to meet investors, sources say",https://sg.finance.yahoo.com/news/indias-iifl-finance-revives-dollar-111108996.html
IIFL,News discovery,Reuters,2026-02-11T12:14:38Z,"India's IIFL Finance set to launch its largest public bond sale, sources say",https://sg.finance.yahoo.com/news/indias-iifl-finance-set-launch-121438234.html
IIFL,News discovery,GuruFocus.com,2026-01-27T01:02:32Z,IIFL Finance Ltd (BOM:532636) Q3 2026 Earnings Call Highlights: Robust Growth in Gold Loans and ...,https://finance.yahoo.com/news/iifl-finance-ltd-bom-532636-010232699.html
IIFL,News discovery,Retail Banker International,2026-01-05T11:53:45Z,Knight FinTech raises $23.6m in Accel-led Series A round,https://www.retailbankerinternational.com/banking/knight-fintech-series-a-round/
IIFL,News discovery,GuruFocus.com,2025-11-08T01:01:36Z,IIFL Finance Ltd (BOM:532636) Q2 2026 Earnings Call Highlights: Robust Profit Growth Amid Asset ...,https://finance.yahoo.com/news/iifl-finance-ltd-bom-532636-010136308.html
ABSLAMC,News discovery,GuruFocus.com,2026-07-21T19:00:24Z,Aditya Birla Sun Life AMC Ltd (BOM:543374) Q1 2027 Earnings Call Highlights: Strong AUM Growth ...,https://finance.yahoo.com/markets/stocks/articles/aditya-birla-sun-life-amc-190024780.html
ABSLAMC,News discovery,GuruFocus.com,2026-04-24T11:00:46Z,Aditya Birla Sun Life AMC Ltd (BOM:543374) Q4 2026 Earnings Call Highlights: Navigating Growth ...,https://finance.yahoo.com/markets/stocks/articles/aditya-birla-sun-life-amc-110046560.html
ABSLAMC,News discovery,GuruFocus.com,2026-01-28T01:00:42Z,Aditya Birla Sun Life AMC Ltd (BOM:543374) Q3 2026 Earnings Call Highlights: Record AUM Growth ...,https://finance.yahoo.com/news/aditya-birla-sun-life-amc-010042216.html
ABSLAMC,News discovery,Reuters,2026-01-07T22:25:21Z,"India regulator finds BofA shared confidential information ahead of 2024 block trade, WSJ reports",https://sg.finance.yahoo.com/news/india-regulator-finds-bank-america-215434630.html
